,index,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,Total_Charge,day_rate,eve_rate,night_rate,intl_rate,CLUSTER
1081,1081,NC,64,area_code_408,no,yes,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1,no,80.65,0.17001030573686018,0.08500220555800618,0.045002282062984934,0.27066666666666667,2
1082,1082,SD,88,area_code_415,no,no,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,3,no,65.93,0.16999072356215214,0.08501387604070305,0.04500875656742557,0.2703389830508474,4
1083,1083,UT,82,area_code_510,yes,no,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,no,64.89,0.1700191570881226,0.08497894244267666,0.045002855511136496,0.2701612903225806,4
1084,1084,KY,111,area_code_415,no,no,0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,3,no,71.88,0.16998827667057445,0.08500734933855954,0.04500875656742557,0.26991869918699185,4
1085,1085,MT,60,area_code_408,no,no,0,252.7,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35,2,no,70.05,0.170003957261575,0.08498417005879692,0.045040946314831666,0.2701612903225806,1
1086,1086,NJ,113,area_code_408,no,no,0,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,3,no,56.44,0.17002271006813022,0.08501010101010101,0.04500406173842405,0.26956521739130435,4
1087,1087,FL,109,area_code_408,no,no,0,217.0,115,36.89,207.0,142,17.6,268.0,106,12.06,8.2,4,2.21,1,no,68.75999999999999,0.17,0.08502415458937199,0.045000000000000005,0.26951219512195124,2
1088,1088,IN,105,area_code_510,no,yes,42,101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48,0,no,50.629999999999995,0.16997055937193326,0.08498431196772749,0.04499172185430463,0.2697674418604651,0
1089,1089,DE,85,area_code_510,no,no,0,211.5,100,35.96,184.6,88,15.69,164.3,131,7.39,13.3,4,3.59,2,no,62.629999999999995,0.17002364066193854,0.08499458288190682,0.04497869750456482,0.2699248120300752,1
1090,1090,AL,131,area_code_510,no,no,0,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,0,no,53.160000000000004,0.17001303780964797,0.08498740554156171,0.045012165450121655,0.2701923076923077,0
1091,1091,ME,59,area_code_510,no,no,0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10.0,3,2.7,2,no,56.85,0.16999398677089594,0.08499791057250312,0.04496753246753247,0.27,1
1092,1092,SD,148,area_code_408,no,no,0,185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57,1,no,55.96,0.16997840172786177,0.08497652582159625,0.04500302846759539,0.27052631578947367,1
1093,1093,VA,210,area_code_408,no,no,0,104.6,121,17.78,149.5,71,12.71,255.1,67,11.48,6.5,8,1.76,2,no,43.73,0.16998087954110902,0.08501672240802677,0.04500196001568013,0.27076923076923076,3
1094,1094,AK,115,area_code_415,no,no,0,245.2,105,41.68,159.0,109,13.52,229.9,74,10.35,7.2,8,1.94,0,no,67.49,0.1699836867862969,0.0850314465408805,0.04501957372770769,0.26944444444444443,3
1095,1095,ID,106,area_code_510,no,no,0,274.4,120,46.65,198.6,82,16.88,160.8,62,7.24,6.0,3,1.62,1,no,72.39,0.17000728862973763,0.08499496475327291,0.045024875621890545,0.27,3
1096,1096,RI,93,area_code_415,no,no,0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,no,52.95,0.17002032520325203,0.08501602564102564,0.04500402900886382,0.26971830985915496,0
1097,1097,KY,57,area_code_415,no,yes,29,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13.0,2,3.51,1,no,81.38,0.169989281886388,0.08498431196772749,0.04501390544298769,0.26999999999999996,2
1098,1098,ND,98,area_code_510,no,no,0,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,1,no,58.010000000000005,0.16997863247863249,0.08502044989775051,0.04499449944994499,0.27058823529411763,3
1099,1099,HI,157,area_code_415,no,no,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59,3,no,68.45000000000002,0.1699855177407676,0.08498190591073582,0.0449868073878628,0.26818181818181813,3
1100,1100,WI,116,area_code_415,no,yes,35,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1,no,69.15,0.17000998003992016,0.08500733137829912,0.04498834498834499,0.26987951807228916,2
1101,1101,WV,30,area_code_510,no,no,0,162.3,96,27.59,244.0,122,20.74,180.1,89,8.1,9.1,4,2.46,2,no,58.89,0.16999383857054837,0.08499999999999999,0.044975013881177126,0.2703296703296703,3
1102,1102,NJ,111,area_code_510,no,no,0,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4,yes,51.269999999999996,0.1699830412662521,0.08501945525291829,0.045016378100140385,0.2704761904761905,4
1103,1103,KS,52,area_code_415,no,no,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,no,58.51,0.17003021148036254,0.08501216545012165,0.044990636704119846,0.269672131147541,0
1104,1104,AL,72,area_code_415,no,no,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,no,64.18,0.17001836547291094,0.08497627833421192,0.04501642935377875,0.2701923076923077,4
1105,1105,NJ,135,area_code_510,no,yes,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,yes,65.64,0.17000993048659385,0.08498985801217038,0.04502583979328165,0.2697674418604651,1
1106,1106,NC,86,area_code_510,no,no,0,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73,3,no,62.019999999999996,0.1700262467191601,0.08502227171492205,0.044990328820116054,0.2702970297029703,4
1107,1107,DE,98,area_code_415,no,yes,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,no,57.51,0.16998332406892716,0.08498942917547568,0.04497869750456482,0.27031249999999996,4
1108,1108,WY,151,area_code_510,no,no,0,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,3,no,58.1,0.16998728274692668,0.08498759305210918,0.0450187969924812,0.27068965517241383,3
1109,1109,ID,118,area_code_415,no,no,0,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,0,no,51.260000000000005,0.170014245014245,0.08498129342597542,0.04502164502164502,0.26962025316455696,3
1110,1110,NY,117,area_code_415,no,no,0,144.6,115,24.58,258.8,66,22.0,253.2,113,11.39,7.4,9,2.0,2,no,59.97,0.16998616874135547,0.08500772797527048,0.04498420221169037,0.27027027027027023,3
1111,1111,MO,55,area_code_510,no,no,0,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,no,57.98,0.17,0.0849789029535865,0.04498186215235792,0.27017543859649124,1
1112,1112,ID,82,area_code_408,no,no,0,101.0,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,0,no,47.69,0.17,0.08502570694087404,0.04500657030223391,0.2699248120300752,0
1113,1113,IA,152,area_code_415,no,no,0,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,1,no,64.79,0.1699951526902569,0.08500683060109289,0.04508009153318077,0.269811320754717,1
1114,1114,TN,108,area_code_408,no,yes,15,165.1,85,28.07,267.0,93,22.7,250.7,114,11.28,10.9,4,2.94,1,no,64.99,0.17001817080557238,0.0850187265917603,0.044994016753091344,0.2697247706422018,2
1115,1115,OH,98,area_code_408,no,no,0,165.0,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1,yes,56.4,0.17,0.08499506416584403,0.04497968659315148,0.2704,1
1116,1116,IL,130,area_code_415,no,no,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3,no,63.25999999999999,0.16998075689544578,0.08500585708707535,0.044998098136173455,0.2700854700854701,4
1117,1117,FL,136,area_code_408,yes,no,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,no,62.089999999999996,0.16997991967871487,0.08500232883092688,0.04499668654738237,0.2703389830508474,1
1118,1118,MA,47,area_code_415,no,no,0,155.3,116,26.4,188.2,85,16.0,247.0,73,11.12,12.3,4,3.32,3,no,56.839999999999996,0.16999356084996778,0.08501594048884166,0.045020242914979754,0.26991869918699185,4
1119,1119,OK,189,area_code_415,no,no,0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,3,no,66.64,0.1699951992318771,0.08500211237853825,0.04500279173646008,0.26991150442477874,4
1120,1120,KY,107,area_code_415,no,no,0,157.1,79,26.71,162.6,124,13.82,150.0,138,6.75,12.1,6,3.27,1,no,50.550000000000004,0.17001909611712288,0.08499384993849939,0.045,0.2702479338842975,0
1121,1121,MI,91,area_code_415,no,no,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,yes,54.519999999999996,0.17001295336787564,0.08502673796791443,0.045018757815756566,0.2700854700854701,4
1122,1122,NE,159,area_code_415,no,no,0,189.1,105,32.15,246.1,147,20.92,242.0,106,10.89,10.4,5,2.81,1,yes,66.77,0.17001586462189316,0.08500609508329948,0.045000000000000005,0.2701923076923077,2
1123,1123,VA,11,area_code_408,no,yes,24,131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10.0,3,2.7,2,no,57.400000000000006,0.1700380228136882,0.08501303214596004,0.04501233697567853,0.27,2
1124,1124,NY,167,area_code_415,no,no,0,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1,no,61.940000000000005,0.17001201923076922,0.08499177631578948,0.0449825479930192,0.26969696969696966,2
1125,1125,MT,111,area_code_408,no,no,0,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2,no,48.42,0.16999297259311313,0.08501628664495114,0.045010893246187365,0.27031249999999996,0
1126,1126,VT,99,area_code_408,no,yes,19,87.7,103,14.91,223.0,86,18.96,182.3,112,8.2,7.3,4,1.97,2,no,44.040000000000006,0.17001140250855187,0.08502242152466367,0.04498080087767416,0.26986301369863014,0
1127,1127,KS,159,area_code_415,no,yes,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,no,62.54,0.17001629549158068,0.08498714652956299,0.044991134751773056,0.2698224852071006,1
1128,1128,VA,114,area_code_415,yes,yes,31,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,2,no,57.28000000000001,0.17002865329512895,0.08501338090990188,0.04496990541702494,0.26991869918699185,1
1129,1129,AL,71,area_code_415,no,no,0,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9.0,2,2.43,2,no,39.18,0.16999031945788964,0.08498194945848375,0.045024271844660194,0.27,0
1130,1130,PA,122,area_code_415,no,no,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,no,36.089999999999996,0.17008547008547006,0.08501106194690264,0.04499205087440382,0.27007874015748035,0
1131,1131,AL,100,area_code_408,no,yes,25,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13.0,5,3.51,1,no,65.99,0.1699918896999189,0.085007072135785,0.044994731296101154,0.26999999999999996,1
1132,1132,WV,83,area_code_415,no,yes,37,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1,no,42.519999999999996,0.1700636942675159,0.08498812351543943,0.04501947690595437,0.2703389830508474,0
1133,1133,NV,64,area_code_408,no,no,0,148.1,73,25.18,164.9,101,14.02,216.0,125,9.72,12.3,2,3.32,5,yes,52.24,0.1700202565833896,0.08502122498483929,0.045000000000000005,0.26991869918699185,4
1134,1134,TN,105,area_code_408,no,no,0,206.2,84,35.05,256.4,138,21.79,117.1,91,5.27,9.0,3,2.43,1,no,64.54,0.16998060135790494,0.08498439937597504,0.04500426985482493,0.27,1
1135,1135,ID,144,area_code_415,no,yes,33,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29,2,no,72.27000000000001,0.16999205087440383,0.08502024291497977,0.04498087954110899,0.269672131147541,2
1136,1136,WY,106,area_code_415,yes,yes,26,270.3,111,45.95,215.2,90,18.29,254.0,133,11.43,14.4,7,3.89,1,yes,79.56000000000002,0.16999630040695524,0.0849907063197026,0.045,0.2701388888888889,2
1137,1137,TX,19,area_code_510,no,yes,34,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,1,no,60.47,0.1699872286079183,0.08501338090990188,0.04499808355691837,0.26991150442477874,2
1138,1138,MA,46,area_code_408,no,no,0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1,no,54.17,0.17001434720229555,0.08497988377291016,0.045002888503755056,0.2698529411764706,0
1139,1139,IL,127,area_code_510,no,no,0,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,3,3.16,2,no,64.36999999999999,0.16998183469573117,0.0849787685774947,0.04499131441806601,0.2700854700854701,1
1140,1140,LA,9,area_code_415,no,yes,39,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1,no,62.05,0.170014012143858,0.08498817966903074,0.045018450184501846,0.2702970297029703,1
1141,1141,CO,157,area_code_415,no,no,0,196.0,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13,1,no,62.45,0.17,0.08500468603561387,0.045020325203252026,0.26962025316455696,3
1142,1142,UT,105,area_code_415,no,no,0,106.4,71,18.09,240.1,83,20.41,147.7,114,6.65,5.3,4,1.43,6,yes,46.58,0.17001879699248118,0.08500624739691795,0.04502369668246446,0.269811320754717,4
1143,1143,MI,105,area_code_415,no,yes,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10.0,5,2.7,0,no,67.67999999999999,0.17001114827201783,0.08500363108206246,0.044981714750101584,0.27,2
1144,1144,NH,155,area_code_408,no,no,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2,no,58.120000000000005,0.17000461467466546,0.08503118503118502,0.045011086474501104,0.27037037037037037,1
1145,1145,ID,31,area_code_415,no,no,0,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38,0,no,51.84,0.16999435984207556,0.0850130890052356,0.044996930632289746,0.27058823529411763,3
1146,1146,WA,161,area_code_415,no,no,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4.0,5,1.08,1,no,55.61,0.1699868073878628,0.08500455788514129,0.04499332443257677,0.27,3
1147,1147,MN,95,area_code_408,no,yes,32,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86,0,no,70.21,0.16998474446987033,0.08498789346246974,0.04498198661863098,0.269811320754717,1
1148,1148,NY,122,area_code_415,no,no,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3,no,49.45,0.16998847926267283,0.08495092693565975,0.045016532829475674,0.2701030927835052,4
1149,1149,MD,37,area_code_415,yes,no,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,no,43.849999999999994,0.16998123827392123,0.0850067842605156,0.044995759117896515,0.26979166666666665,0
1150,1150,GA,132,area_code_415,no,no,0,193.3,106,32.86,128.3,94,10.91,162.1,119,7.29,11.6,4,3.13,5,yes,54.19,0.1699948266942576,0.08503507404520654,0.04497223935842073,0.26982758620689656,4
1151,1151,HI,119,area_code_408,no,yes,24,217.2,94,36.92,138.7,52,11.79,139.3,85,6.27,11.3,4,3.05,0,no,58.03,0.1699815837937385,0.08500360490266763,0.04501076812634601,0.26991150442477874,1
1152,1152,AL,16,area_code_408,no,no,0,209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38,1,no,56.919999999999995,0.17002386634844868,0.08501157407407406,0.04495217853347503,0.27045454545454545,1
1153,1153,CT,99,area_code_408,no,no,0,95.4,105,16.22,207.2,101,17.61,136.0,117,6.12,5.6,5,1.51,1,no,41.459999999999994,0.17002096436058697,0.08499034749034749,0.045,0.2696428571428572,3
1154,1154,CO,76,area_code_408,no,yes,26,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1,no,62.17,0.1699906803355079,0.08499025341130606,0.0450222882615156,0.27037037037037037,1
1155,1155,KS,167,area_code_415,no,no,0,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3.0,4,yes,50.9,0.16998480243161096,0.08499763369616659,0.044979203802733216,0.2702702702702703,4
1156,1156,NJ,129,area_code_415,no,no,0,168.4,117,28.63,217.1,129,18.45,81.6,100,3.67,11.8,7,3.19,1,no,53.94,0.17001187648456056,0.08498387839705204,0.04497549019607843,0.2703389830508474,1
1157,1157,FL,116,area_code_408,no,no,0,146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11,1,no,51.58,0.17001366120218578,0.08499433748584372,0.04501411100658514,0.2705128205128205,3
1158,1158,CA,60,area_code_415,yes,no,0,183.0,110,31.11,206.7,93,17.57,203.8,119,9.17,11.1,6,3.0,1,no,60.85,0.16999999999999998,0.08500241896468312,0.04499509322865554,0.2702702702702703,2
1159,1159,KS,128,area_code_415,no,no,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,no,47.43999999999999,0.16999031945788964,0.08499389995933306,0.04500310366232154,0.27031249999999996,3
1160,1160,TX,47,area_code_408,no,yes,28,112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86,0,no,42.59,0.16996434937611407,0.08501291989664082,0.04499100179964007,0.269811320754717,0
1161,1161,MN,40,area_code_510,yes,no,0,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,3,no,59.14,0.1700058582308143,0.08498045784477946,0.04501596310748492,0.26951219512195124,4
1162,1162,AK,173,area_code_510,no,no,0,172.5,78,29.33,142.6,91,12.12,102.0,63,4.59,10.9,2,2.94,0,no,48.97999999999999,0.17002898550724638,0.0849929873772791,0.045,0.2697247706422018,1
1163,1163,OR,157,area_code_510,no,yes,30,194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,7.1,5,1.92,1,no,70.12,0.16999485331960884,0.08499177631578948,0.04500310366232154,0.27042253521126763,2
1164,1164,MS,66,area_code_408,no,yes,32,187.8,117,31.93,129.8,90,11.03,132.3,113,5.95,12.0,3,3.24,2,no,52.150000000000006,0.17002129925452608,0.08497688751926039,0.04497354497354497,0.27,1
1165,1165,VT,50,area_code_415,yes,yes,26,307.1,94,52.21,289.4,78,24.6,174.9,109,7.87,8.0,3,2.16,0,no,86.84,0.17000976880494953,0.08500345542501729,0.04499714122355632,0.27,2
1166,1166,UT,72,area_code_415,no,no,0,118.2,106,20.09,167.2,136,14.21,214.2,106,9.64,12.2,3,3.29,3,no,47.23,0.16996615905245346,0.08498803827751197,0.045004668534080305,0.269672131147541,4
1167,1167,KS,130,area_code_510,no,no,0,154.0,95,26.18,205.9,106,17.5,233.7,75,10.52,12.9,1,3.48,1,no,57.68,0.16999999999999998,0.08499271491015056,0.04501497646555413,0.2697674418604651,0
1168,1168,NV,143,area_code_408,no,no,0,155.5,101,26.44,213.4,89,18.14,237.9,61,10.71,7.6,11,2.05,1,no,57.339999999999996,0.17003215434083602,0.08500468603561387,0.04501891551071879,0.26973684210526316,3
1169,1169,DE,89,area_code_510,yes,no,0,125.6,108,21.35,213.0,90,18.11,181.7,108,8.18,5.4,5,1.46,1,no,49.1,0.16998407643312105,0.08502347417840375,0.04501926252063842,0.27037037037037037,3
1170,1170,IN,108,area_code_415,no,no,0,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1,0,no,63.339999999999996,0.16999498243853486,0.08501338090990188,0.044967880085653104,0.26973684210526316,1
1171,1171,TX,32,area_code_408,no,no,0,157.9,88,26.84,180.8,132,15.37,132.5,102,5.96,12.8,3,3.46,1,no,51.63,0.16998100063331223,0.08501106194690264,0.0449811320754717,0.27031249999999996,1
1172,1172,MA,166,area_code_415,no,no,0,203.4,81,34.58,167.7,110,14.25,132.0,124,5.94,9.2,5,2.48,2,no,57.24999999999999,0.17000983284169124,0.08497316636851521,0.045000000000000005,0.26956521739130435,1
1173,1173,VT,109,area_code_408,no,no,0,222.2,113,37.77,218.5,122,18.57,266.0,88,11.97,10.9,5,2.94,1,no,71.25,0.16998199819982002,0.08498855835240275,0.045000000000000005,0.2697247706422018,2
1174,1174,CA,72,area_code_408,no,yes,39,92.8,98,15.78,271.2,115,23.05,167.1,83,7.52,5.8,7,1.57,1,no,47.919999999999995,0.17004310344827586,0.08499262536873158,0.045002992220227404,0.27068965517241383,3
1175,1175,IA,134,area_code_415,no,yes,32,216.8,78,36.86,102.2,111,8.69,174.0,83,7.83,8.6,2,2.32,0,no,55.699999999999996,0.17001845018450185,0.08502935420743639,0.045,0.2697674418604651,1
1176,1176,NH,13,area_code_415,no,no,0,193.2,89,32.84,194.4,90,16.52,186.5,104,8.39,9.7,2,2.62,4,no,60.37,0.16997929606625262,0.08497942386831275,0.04498659517426274,0.2701030927835052,4
1177,1177,GA,90,area_code_415,no,no,0,113.2,108,19.24,189.3,63,16.09,271.8,124,12.23,14.1,4,3.81,3,no,51.370000000000005,0.16996466431095406,0.0849973586899102,0.04499632082413539,0.2702127659574468,4
1178,1178,WI,111,area_code_415,no,yes,36,166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,2,3.02,3,no,56.47,0.1699759326113117,0.08500837520938023,0.04503676470588236,0.2696428571428572,4
1179,1179,CO,101,area_code_408,no,yes,23,262.2,101,44.57,157.0,80,13.35,129.1,100,5.81,7.3,14,1.97,1,no,65.7,0.16998474446987033,0.08503184713375796,0.04500387296669248,0.26986301369863014,1
1180,1180,SC,72,area_code_415,no,no,0,207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,13.1,4,3.54,0,no,63.81999999999999,0.17001924927815204,0.08497700562084824,0.04502164502164502,0.2702290076335878,1
1181,1181,MI,67,area_code_510,no,yes,35,245.4,89,41.72,148.2,102,12.6,274.0,136,12.33,7.5,6,2.03,1,no,68.68,0.1700081499592502,0.08502024291497975,0.045,0.27066666666666667,3
1182,1182,MD,172,area_code_408,no,no,0,287.1,108,48.81,178.4,125,15.16,153.2,98,6.89,14.4,2,3.89,3,yes,74.75,0.17001044932079415,0.08497757847533632,0.04497389033942559,0.2701388888888889,1
1183,1183,IN,154,area_code_510,no,yes,32,192.3,82,32.69,165.3,134,14.05,205.0,74,9.23,9.0,1,2.43,2,no,58.4,0.16999479979199167,0.08499697519661222,0.045024390243902444,0.27,3
1184,1184,ME,69,area_code_510,no,no,0,194.2,122,33.01,242.1,81,20.58,215.8,80,9.71,9.7,3,2.62,2,no,65.92,0.1699794026776519,0.08500619578686493,0.04499536607970343,0.2701030927835052,2
1185,1185,DC,123,area_code_415,no,no,0,211.0,92,35.87,217.0,102,18.45,214.8,104,9.67,9.8,7,2.65,3,no,66.64,0.16999999999999998,0.08502304147465438,0.04501862197392923,0.2704081632653061,4
1186,1186,TN,130,area_code_415,no,yes,12,141.9,92,24.12,228.9,102,19.46,195.1,101,8.78,8.7,5,2.35,0,no,54.71,0.16997885835095136,0.08501529051987768,0.04500256278831368,0.2701149425287357,3
1187,1187,FL,142,area_code_415,no,yes,26,220.5,94,37.49,239.5,126,20.36,254.3,109,11.44,5.9,9,1.59,2,no,70.88000000000001,0.17002267573696145,0.08501043841336117,0.04498623672827369,0.2694915254237288,2
1188,1188,WA,29,area_code_415,no,no,0,157.4,122,26.76,145.0,75,12.33,281.8,92,12.68,9.3,2,2.51,1,no,54.28,0.17001270648030495,0.08503448275862069,0.04499645138396025,0.2698924731182795,3
1189,1189,HI,87,area_code_408,no,yes,28,143.5,106,24.4,223.5,147,19.0,175.4,69,7.89,11.2,5,3.02,0,no,54.31,0.1700348432055749,0.08501118568232663,0.04498289623717217,0.2696428571428572,0
1190,1190,NE,149,area_code_415,no,no,0,156.0,56,26.52,56.0,116,4.76,163.3,104,7.35,8.9,8,2.4,0,no,41.03,0.16999999999999998,0.08499999999999999,0.045009185548071026,0.2696629213483146,0
